+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|excR_bSig_uid46_block_rsrvd_fix_delay                                                                                                                                                                ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|expXIsMax_uid39_block_rsrvd_fix_delay                                                                                                                                                                ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|redist25_sigA_uid51_block_rsrvd_fix_b_9                                                                                                                                                              ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|redist5_r_uid180_lzCountVal_uid86_block_rsrvd_fix_q_1                                                                                                                                                ; 8     ; 1              ; 0            ; 1              ; 5      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|redist6_vCount_uid167_lzCountVal_uid86_block_rsrvd_fix_q_1                                                                                                                                           ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|redist2_rVStage_uid160_lzCountVal_uid86_block_rsrvd_fix_merged_bit_select_b_1                                                                                                                        ; 11    ; 2              ; 0            ; 2              ; 8      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|redist3_rVStage_uid160_lzCountVal_uid86_block_rsrvd_fix_merged_bit_select_c_1                                                                                                                        ; 11    ; 2              ; 0            ; 2              ; 8      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|redist7_vCount_uid161_lzCountVal_uid86_block_rsrvd_fix_q_2                                                                                                                                           ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|vCount_uid161_lzCountVal_uid86_block_rsrvd_fix_delay                                                                                                                                                 ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|redist10_rVStage_uid152_lzCountVal_uid86_block_rsrvd_fix_b_1                                                                                                                                         ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|redist17_fracGRS_uid85_block_rsrvd_fix_q_1                                                                                                                                                           ; 31    ; 1              ; 0            ; 1              ; 28     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|redist9_vCount_uid153_lzCountVal_uid86_block_rsrvd_fix_q_3                                                                                                                                           ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|vCount_uid153_lzCountVal_uid86_block_rsrvd_fix_delay                                                                                                                                                 ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|redist20_cmpEQ_stickyBits_cZwF_uid72_block_rsrvd_fix_q_2                                                                                                                                             ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|redist19_rangeFracAddResultMwfp3Dto0_uid84_block_rsrvd_fix_b_1                                                                                                                                       ; 30    ; 1              ; 0            ; 1              ; 27     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|effSubInvSticky_uid75_block_rsrvd_fix_delay                                                                                                                                                          ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|redist38_frac_aSig_uid23_block_rsrvd_fix_b_4_outputreg                                                                                                                                               ; 26    ; 1              ; 0            ; 1              ; 23     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|redist38_frac_aSig_uid23_block_rsrvd_fix_b_4                                                                                                                                                         ; 26    ; 1              ; 0            ; 1              ; 23     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|fracBAddOpPostXor_uid82_block_rsrvd_fix_delay                                                                                                                                                        ; 30    ; 1              ; 0            ; 1              ; 27     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|alignFracBPostShiftOut_uid69_block_rsrvd_fix_delay                                                                                                                                                   ; 52    ; 1              ; 0            ; 1              ; 49     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|redist4_rightShiftStageSel5Dto4_uid195_alignmentShifter_uid65_block_rsrvd_fix_merged_bit_select_d_1                                                                                                  ; 5     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|redist32_frac_bSig_uid37_block_rsrvd_fix_b_1                                                                                                                                                         ; 26    ; 1              ; 0            ; 1              ; 23     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|excZ_bSig_uid18_uid38_block_rsrvd_fix_delay                                                                                                                                                          ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|redist24_sigA_uid51_block_rsrvd_fix_b_3                                                                                                                                                              ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|redist22_sigB_uid52_block_rsrvd_fix_b_3                                                                                                                                                              ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|redist43_in_0_in_0_1                                                                                                                                                                                 ; 35    ; 1              ; 0            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|redist41_fracY_uid11_block_rsrvd_fix_b_1                                                                                                                                                             ; 26    ; 1              ; 0            ; 1              ; 23     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|redist40_expY_uid12_block_rsrvd_fix_b_1                                                                                                                                                              ; 11    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add|redist42_sigY_uid10_block_rsrvd_fix_b_1                                                                                                                                                              ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_6_vector_add                                                                                                                                                                                                      ; 66    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_7_vector_add|redist14_fracRPreExc_uid117_block_rsrvd_fix_b_2                                                                                                                                                      ; 26    ; 1              ; 0            ; 1              ; 23     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_7_vector_add|redist37_excZ_aSig_uid17_uid24_block_rsrvd_fix_q_4                                                                                                                                                   ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_7_vector_add|redist31_excZ_bSig_uid18_uid38_block_rsrvd_fix_q_12                                                                                                                                                  ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_7_vector_add|rUdf_uid116_block_rsrvd_fix_delay                                                                                                                                                                    ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_7_vector_add|redist16_aMinusA_uid88_block_rsrvd_fix_q_3                                                                                                                                                           ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_7_vector_add|redist12_regInputs_uid119_block_rsrvd_fix_q_3                                                                                                                                                        ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_7_vector_add|regInputs_uid119_block_rsrvd_fix_delay                                                                                                                                                               ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_7_vector_add|rOvf_uid112_block_rsrvd_fix_delay                                                                                                                                                                    ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_7_vector_add|redist13_expRPreExc_uid118_block_rsrvd_fix_b_2                                                                                                                                                       ; 11    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_7_vector_add|redist15_fracPostNormRndRange_uid103_block_rsrvd_fix_b_1                                                                                                                                             ; 27    ; 1              ; 0            ; 1              ; 24     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_7_vector_add|rBi_uid101_block_rsrvd_fix_delay                                                                                                                                                                     ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_7_vector_add|redist1_leftShiftStageSel4Dto3_uid233_fracPostNormExt_uid89_block_rsrvd_fix_merged_bit_select_d_1                                                                                                    ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_7_vector_add|redist0_leftShiftStageSel4Dto3_uid233_fracPostNormExt_uid89_block_rsrvd_fix_merged_bit_select_c_1                                                                                                    ; 5     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_7_vector_add|redist18_fracGRS_uid85_block_rsrvd_fix_q_3                                                                                                                                                           ; 31    ; 2              ; 0            ; 2              ; 28     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_7_vector_add|redist8_vStage_uid155_lzCountVal_uid86_block_rsrvd_fix_b_2                                                                                                                                           ; 15    ; 2              ; 0            ; 2              ; 12     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_7_vector_add|signRPostExc_uid140_block_rsrvd_fix_delay                                                                                                                                                            ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_7_vector_add|redist34_excI_aSig_uid28_block_rsrvd_fix_q_4                                                                                                                                                         ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_7_vector_add|redist29_excI_bSig_uid42_block_rsrvd_fix_q_11                                                                                                                                                        ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_7_vector_add|redist21_effSub_uid53_block_rsrvd_fix_q_9                                                                                                                                                            ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
